상권_코드,주중_매출_건수,주중_매출_금액,주중_매출_평균,당월_매출_금액,당월_매출_건수,당월_매출_평균,주말_매출_금액,주말_매출_건수,주말_매출_평균,상권_구분_코드,상권_구분_코드_명,상권_코드_명,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수,프랜차이즈_점포_수
3110188,605129,6203076379,10250.83309,8021396566,774960,10350.72335,1818320187,169831,10706.64476,A,골목상권,용두동신동아아파트,202873,452509,11230,동대문구,11230536,용신동,152517,1269,280,14,819,24,55
3110189,316466,51253175126,161954.7602,54040183000,441882,122295.5065,2787007874,125416,22222.10782,A,골목상권,제기동역 1번,202945,453360,11230,동대문구,11230545,제기동,88499,606,17,1,138,8,24
3110190,484167,5682504744,11736.66265,7801292248,682361,11432.79327,2118787504,198194,10690.47249,A,골목상권,고대앞사거리,203021,453940,11230,동대문구,11230545,제기동,101416,599,162,9,362,14,22
3110191,1209257,11578411544,9574.814571,15453636393,1591634,9709.290197,3875224849,382377,10134.56575,A,골목상권,고려대역 6번,203181,454240,11230,동대문구,11230545,제기동,79173,847,658,23,340,19,55
3110192,192374,5333251565,27723.34913,6934492679,239959,28898.65635,1601241114,47585,33650.12323,A,골목상권,동의보감타워,203304,453083,11230,동대문구,11230536,용신동,33231,637,105,3,81,5,35
3110193,317422,3953658174,12455.52663,5112484893,422325,12105.5701,1158826719,104903,11046.64994,A,골목상권,고려대역 4번,203326,454482,11230,동대문구,11230545,제기동,67780,491,301,8,244,9,34
3110194,606505,28654111064,47244.64112,33845749731,838267,40375.85844,5191638667,231762,22400.73294,A,골목상권,홍파초등학교,203549,453894,11230,동대문구,11230545,제기동,87946,787,95,5,185,11,12
3110195,994121,19291870080,19405.95771,25066069396,1326007,18903.42162,5774199316,331886,17398.14067,A,골목상권,동대문구청,203596,452957,11230,동대문구,11230536,용신동,115383,1332,120,5,498,27,36
3110196,19289,817254438,42368.93763,1178076485,27182,43340.31657,360822047,7893,45714.18307,A,골목상권,홍릉근린공원,203626,454245,11230,동대문구,11230705,청량리동,37314,212,120,2,25,3,4
3110197,12699,366196488,28836.63974,430059084,15251,28198.74657,63862596,2552,25024.52821,A,골목상권,세종대왕기념관교차로,203649,454572,11230,동대문구,11230705,청량리동,24771,190,217,3,0,2,12
3110198,5041,186330967,36963.09601,239760377,6848,35011.7373,53429410,1807,29568.01882,A,골목상권,동대문중앙새마을금고본점,203744,453658,11230,동대문구,11230545,제기동,16140,209,180,4,0,0,3
3110199,434091,17498727759,40311.19687,22640117929,556627,40673.76884,5141390170,122536,41958.20143,A,골목상권,홍릉시장,203766,453910,11230,동대문구,11230545,제기동,69877,940,558,11,622,17,28
3110200,20314,534153596,26294.85064,777181327,28627,27148.54253,243027731,8313,29234.66029,A,골목상권,동대문경찰서,203921,453959,11230,동대문구,11230705,청량리동,35357,247,79,4,171,4,8
3110201,14049,661432697,47080.4112,1099375631,19945,55120.36255,437942934,5896,74277.97388,A,골목상권,전농119안전센터,204076,452936,11230,동대문구,11230560,전농1동,24149,224,160,4,95,5,8
3110203,163049,1912914722,11732.1463,2595230410,229353,11315.44131,682315688,66304,10290.71682,A,골목상권,떡전교사거리,204277,453931,11230,동대문구,11230705,청량리동,46180,465,425,14,291,11,27
3110204,471258,11250790636,23873.9515,14879818259,663231,22435.34795,3629027623,191973,18903.84389,A,골목상권,간데메공원,204495,452665,11230,동대문구,11230600,답십리1동,122554,1442,723,25,522,28,73
3110205,399212,11009523518,27578.13773,15673830811,569768,27509.1455,4664307293,170556,27347.65879,A,골목상권,경희대삼거리,204533,454605,11230,동대문구,11230710,회기동,88816,1432,406,31,419,27,83
3110206,638191,9017714653,14130.11881,13108550059,914090,14340.5464,4090835406,275899,14827.29334,A,골목상권,텃골근린공원,204578,453280,11230,동대문구,11230560,전농1동,100623,964,627,20,348,13,56
3110207,178713,2601908281,14559.14388,3722255316,247272,15053.28268,1120347035,68559,16341.35613,A,골목상권,시립대앞사거리,204615,453829,11230,동대문구,11230560,전농1동,29327,413,376,7,479,14,28
3110208,1021,139608438,136736.9618,211568369,1459,145009.1631,71959931,438,164292.0799,A,골목상권,시조사삼거리,204642,454283,11230,동대문구,11230710,회기동,42223,299,187,4,420,6,4
3110210,1516330,12988783217,8565.934339,17849153488,2014440,8860.603189,4860370271,498110,9757.624362,A,골목상권,서울시립대,204784,454008,11230,동대문구,11230560,전농1동,110970,836,362,12,175,8,83
3110211,220114,7524979574,34186.73766,9907644771,310069,31953.0323,2382665197,89955,26487.3014,A,골목상권,전곡마을마당공원,204828,453365,11230,동대문구,11230560,전농1동,126403,1199,339,13,233,14,66
3110212,355430,8937921652,25146.7846,13034253948,525153,24819.91714,4096332296,169723,24135.39883,A,골목상권,답십리초등학교,204987,452276,11230,동대문구,11230600,답십리1동,80982,1248,761,31,610,26,115
3110213,5780,465551029,80545.16073,554033808,12420,44608.1971,88482779,6640,13325.71973,A,골목상권,청량초등학교,205004,454831,11230,동대문구,11230740,이문1동,35455,213,283,4,212,5,8
3110214,1392423,8324949525,5978.750369,11036477717,1842814,5988.926564,2711528192,450391,6020.387157,A,골목상권,경희대후문,204987,455329,11230,동대문구,11230740,이문1동,79862,489,182,5,161,9,85
3110215,305000,2394099327,7849.50599,3435714393,434554,7906.300237,1041615066,129554,8040.006993,A,골목상권,회기역 1번,205156,454641,11230,동대문구,11230720,휘경1동,51478,360,208,4,77,9,32
3110216,563717,10018660950,17772.50101,12762914387,702148,18176.95755,2744253437,138431,19823.98045,A,골목상권,전농중학교,205156,453263,11230,동대문구,11230570,전농2동,65069,846,425,18,153,10,48
3110217,14358,2169818060,151122.5839,2591987415,16432,157740.2273,422169355,2074,203553.2088,A,골목상권,자동차부품상가,205207,451743,11230,동대문구,11230610,답십리2동,56649,2495,303,6,19,10,0
