id,geom,grid_id,p_val,p_m,p_w,d_csv,d_coffee,d_kfood,d_pharm,d_salon,sido_cd,sido_nm,버스정류장수,1km이내_버스정류장_수,500m이내_버스정류장_수,300m이내_버스정류장_수,200m이내_버스정류장_수,100m이내_버스정류장_수,당월_매출_금액,당월_매출_건수,개업_점포_수,폐업_점포_수
1573,"MULTIPOLYGON (((188880.3009492726 546502.1108403547, 188879.76927490736 546602.1458261568, 188979.8042661351 546602.6775059889, 188980.33594054106 546502.6425092953, 188880.3009492726 546502.1108403547)))",다사447467,92,48,44,0,1,1,0,5,11,서울특별시,0,26,2,0,0,0,1666797965,1252912,1.476190476,1.380952381
1574,"MULTIPOLYGON (((188879.76927490736 546602.1458261568, 188879.23758964974 546702.1808119157, 188979.2725808349 546702.7125026407, 188979.8042661351 546602.6775059889, 188879.76927490736 546602.1458261568)))",다사447468,530,257,273,0,0,0,0,0,11,서울특별시,0,25,3,0,0,0,1666797965,1252912,1.476190476,1.380952381
1575,"MULTIPOLYGON (((188879.23758964974 546702.1808119157, 188878.70589350123 546802.2157976328, 188978.740884642 546802.7474992487, 188979.2725808349 546702.7125026407, 188879.23758964974 546702.1808119157)))",다사447469,521,257,264,0,0,0,0,1,11,서울특별시,0,28,3,0,0,0,854583985.9,634154,1.015873016,0.746031746
1576,"MULTIPOLYGON (((188878.70589350123 546802.2157976328, 188878.1741864589 546902.2507833054, 188978.20917755787 546902.7824958148, 188978.740884642 546802.7474992487, 188878.70589350123 546802.2157976328)))",다사447470,306,159,147,0,3,1,0,3,11,서울특별시,0,30,7,0,0,0,4462084168,3399330,2.478835979,2.394179894
1251,"MULTIPOLYGON (((188166.22924981895 549099.2967938056, 188165.69729258495 549199.3317022751, 188265.73220647892 549199.8636649738, 188266.2641637534 549099.8287456142, 188166.22924981895 549099.2967938056)))",다사440493,612,305,307,0,0,0,0,0,11,서울특별시,0,3,0,0,0,0,621770131.8,1182338,0.891891892,1.432432432
1415,"MULTIPOLYGON (((188586.57528199692 545300.0963930157, 188586.04373848205 545400.131346646, 188686.0786975374 545400.6628956303, 188686.6102410957 545300.627931105, 188586.57528199692 545300.0963930157)))",다사444455,0,0,0,0,0,0,0,0,11,서울특별시,0,28,3,0,0,0,113093639.9,193709,0.0967741935,0.064516129
1302,"MULTIPOLYGON (((188266.79611014016 548999.7938262149, 188266.2641637534 549099.8287456142, 188366.29908858004 549100.3606974666, 188366.83103500697 549000.3257671766, 188266.79611014016 548999.7938262149)))",다사441492,408,191,217,0,0,0,0,0,11,서울특별시,0,5,0,0,0,0,621770131.8,1182338,0.891891892,1.432432432
1355,"MULTIPOLYGON (((188365.76713126127 549200.3956277157, 188365.23516305443 549300.4305579215, 188465.27009868386 549300.962531594, 188465.80206693397 549200.9275904987, 188365.76713126127 549200.3956277157)))",다사442494,171,87,84,0,1,0,0,1,11,서울특별시,0,7,0,0,0,0,203132899.1,28217,0.428571429,0.428571429
1356,"MULTIPOLYGON (((188365.23516305443 549300.4305579215, 188364.70318395877 549400.465488087, 188464.73811954758 549400.9974726475, 188465.27009868386 549300.962531594, 188365.23516305443 549300.4305579215)))",다사442495,86,42,44,0,0,0,0,0,11,서울특별시,0,8,0,0,0,0,552059379,789385,0.777777778,0.888888889
1358,"MULTIPOLYGON (((188364.17119397366 549500.50041821, 188363.6391931006 549600.5353482906, 188463.6741286046 549601.0673546304, 188464.20612951988 549501.0324136592, 188364.17119397366 549500.50041821)))",다사442497,553,268,285,1,0,0,0,0,11,서울특별시,0,11,2,0,0,0,552059379,789385,0.777777778,0.888888889
818,"MULTIPOLYGON (((186881.19836661956 546191.3731662455, 186880.66672575928 546291.4079343142, 186980.70149925424 546291.9395806418, 186981.2331401547 546191.9048016809, 186881.19836661956 546191.3731662455)))",다사427464,187,102,85,0,0,0,0,0,11,서울특별시,0,31,7,0,0,0,67625255.06,96647,0.5,0.25
846,"MULTIPOLYGON (((186977.5114251008 546892.1482535673, 186976.9797079513 546992.183032247, 187077.01449205916 546992.7147548613, 187077.54620924755 546892.67996529, 186977.5114251008 546892.1482535673)))",다사428471,397,160,237,1,1,4,0,2,11,서울특별시,0,32,11,8,5,2,2006234877,3547398,1.088259442,1.347701149
1362,"MULTIPOLYGON (((188362.04312514892 549900.6401382814, 188361.5110807215 550000.6750681954, 188461.54601605755 550001.2071180866, 188462.0780605259 549901.1721772859, 188362.04312514892 549900.6401382814)))",다사442501,0,0,0,0,0,0,0,0,11,서울특별시,1,19,6,2,2,1,4831229200,3725509,3.5,4.611111111
1390,"MULTIPOLYGON (((188473.24847899683 547800.438410746, 188472.71666320946 547900.4733524283, 188572.75161031642 547901.0051736837, 188573.28342614905 547800.9702211085, 188473.24847899683 547800.438410746)))",다사443480,0,0,0,0,0,0,0,0,11,서울특별시,0,25,3,2,0,0,2723763889,8420889,1.944444444,3.013888889
9,"MULTIPOLYGON (((184269.13135363776 548278.274832727, 184268.59948504553 548378.3093168095, 184368.63397455364 548378.8411908664, 184369.1658431832 548278.8066958938, 184269.13135363776 548278.274832727)))",다사401485,0,0,0,0,0,0,0,0,11,서울특별시,0,21,2,0,0,0,464283719,1374034,0.611111111,0.888888889
1405,"MULTIPOLYGON (((188465.27009868386 549300.962531594, 188464.73811954758 549400.9974726475, 188564.77306602328 549401.529457251, 188565.305045204 549301.4945053081, 188465.27009868386 549300.962531594)))",다사443495,291,136,155,0,1,1,0,1,11,서울특별시,0,8,0,0,0,0,346578637.2,501492,0.638888889,0.790598291
1406,"MULTIPOLYGON (((188464.73811954758 549400.9974726475, 188464.20612951988 549501.0324136592, 188564.2410759537 549501.5644091513, 188564.77306602328 549401.529457251, 188464.73811954758 549400.9974726475)))",다사443496,393,185,208,0,1,1,0,0,11,서울특별시,0,10,0,0,0,0,346578637.2,501492,0.638888889,0.790598291
1408,"MULTIPOLYGON (((188463.6741286046 549601.0673546304, 188463.14211680094 549701.1022955579, 188563.1770631498 549701.6343128261, 188563.70907499688 549601.5993610114, 188463.6741286046 549601.0673546304)))",다사443498,506,236,270,0,0,1,0,0,11,서울특별시,0,11,4,0,0,0,552059379,789385,0.777777778,0.888888889
1409,"MULTIPOLYGON (((188463.14211680094 549701.1022955579, 188462.6100941083 549801.1372364428, 188562.64504041628 549801.6692646004, 188563.1770631498 549701.6343128261, 188463.14211680094 549701.1022955579)))",다사443499,113,55,58,1,0,1,0,3,11,서울특별시,0,15,5,1,0,0,552059379,789385,0.777777778,0.888888889
1412,"MULTIPOLYGON (((188588.16984717778 544999.991531872, 188587.6383363452 545100.0264856283, 188687.67329552994 545100.5580019283, 188688.2048064028 545000.5230372782, 188588.16984717778 544999.991531872)))",다사444452,0,0,0,0,0,0,0,0,11,서울특별시,0,25,0,0,0,0,113093639.9,193709,0.0967741935,0.064516129
1419,"MULTIPOLYGON (((188584.4490425703 545700.2362072826, 188583.91745547723 545800.2711607423, 188683.95241436543 545800.8027533027, 188684.48400149794 545700.767788948, 188584.4490425703 545700.2362072826)))",다사444459,0,0,0,0,0,0,0,0,11,서울특별시,0,24,10,4,2,0,113093639.9,193709,0.0967741935,0.064516129
1438,"MULTIPOLYGON (((188574.34702513774 547600.9003158314, 188573.8152310885 547700.9352684894, 188673.85018917208 547701.4670680065, 188674.3819832644 547601.4321044569, 188574.34702513774 547600.9003158314)))",다사444478,0,0,0,0,2,4,0,0,11,서울특별시,0,27,9,3,1,0,2723763889,8420889,1.944444444,3.013888889
1635,"MULTIPOLYGON (((188970.23226429796 548403.3074391843, 188969.70038295316 548503.3424350664, 189069.73538425873 548503.8743218749, 189070.26726564526 548403.8393151041, 188970.23226429796 548403.3074391843)))",다사448486,376,192,184,0,0,0,0,0,11,서울특별시,0,13,6,3,1,1,2723763889,8420889,1.944444444,3.013888889
1686,"MULTIPOLYGON (((189064.94796174084 549404.1893809047, 189064.41597146145 549504.2243872471, 189164.45098322746 549504.756382995, 189164.98297355117 549404.7213657625, 189064.94796174084 549404.1893809047)))",다사449496,142,57,85,0,0,0,0,0,11,서울특별시,0,17,3,1,0,0,70641392.59,106942.5,0.340909091,0.45979021
933,"MULTIPOLYGON (((187379.24571361928 546594.1706337087, 187378.71402898635 546694.2054560799, 187478.74885678192 546694.7371461797, 187479.28054145674 546594.702312917, 187379.24571361928 546594.1706337087)))",다사432468,534,251,283,0,1,0,0,0,11,서울특별시,0,41,11,1,0,0,236918160.2,41607,0.2,0.9
934,"MULTIPOLYGON (((187378.71402898635 546694.2054560799, 187378.18233345877 546794.2402784107, 187478.2171612151 546794.7719794028, 187478.74885678192 546694.7371461797, 187378.71402898635 546694.2054560799)))",다사432469,583,287,296,0,0,1,0,0,11,서울특별시,0,38,10,4,1,0,236918160.2,41607,0.2,0.9
937,"MULTIPOLYGON (((187377.1189097303 546994.3099229492, 187376.58718152813 547094.3447451582, 187476.62200916244 547094.8764788276, 187477.15373740718 546994.8416457264, 187377.1189097303 546994.3099229492)))",다사432472,491,246,245,0,0,2,0,4,11,서울특별시,0,35,14,5,3,0,1114771728,1183041,1.454661558,1.431034483
1210,"MULTIPOLYGON (((188188.03011922544 544997.8655106676, 188187.49860856103 545097.9004208458, 188287.53352416432 545098.4319369793, 188288.06503487183 544998.397015906, 188188.03011922544 544997.8655106676)))",다사440452,250,121,129,0,0,0,0,0,11,서울특별시,0,29,4,0,0,0,113093639.9,193709,0.0967741935,0.064516129
1260,"MULTIPOLYGON (((188161.4412427129 549999.6109685358, 188160.90918748186 550099.6458766307, 188260.94410099936 550100.1779373283, 188261.47615627243 550000.1430183441, 188161.4412427129 549999.6109685358)))",다사440502,148,52,96,1,3,1,0,1,11,서울특별시,0,19,5,2,1,0,4831229200,3725509,3.5,4.611111111
1261,"MULTIPOLYGON (((188160.90918748186 550099.6458766307, 188160.37712136027 550199.6807846846, 188260.41203483831 550200.2128562696, 188260.94410099936 550100.1779373283, 188160.90918748186 550099.6458766307)))",다사440503,86,42,44,1,1,1,0,1,11,서울특별시,0,19,7,2,1,0,4831229200,3725509,3.5,4.611111111
1311,"MULTIPOLYGON (((188262.0082006582 549900.1080993201, 188261.47615627243 550000.1430183441, 188361.5110807215 550000.6750681954, 188362.04312514892 549900.6401382814, 188262.0082006582 549900.1080993201)))",다사441501,73,29,44,1,5,3,0,4,11,서울특별시,0,19,5,2,2,2,4831229200,3725509,3.5,4.611111111
1312,"MULTIPOLYGON (((188261.47615627243 550000.1430183441, 188260.94410099936 550100.1779373283, 188360.97902540487 550100.7099980657, 188361.5110807215 550000.6750681954, 188261.47615627243 550000.1430183441)))",다사441502,217,112,105,0,0,0,0,2,11,서울특별시,1,19,7,2,2,1,4831229200,3725509,3.5,4.611111111
1138,"MULTIPOLYGON (((187970.94657894154 548197.918908222, 187970.4147198002 548297.9537952852, 188070.44961228792 548298.4856598944, 188070.98147147207 548198.4507619403, 187970.94657894154 548197.918908222)))",다사438484,299,136,163,1,2,3,0,0,11,서울특별시,0,10,0,0,0,0,314037864.2,737145,0.875,1.208333333
1139,"MULTIPOLYGON (((187970.4147198002 548297.9537952852, 187969.88284976673 548397.9886823087, 188069.91774221422 548398.520557808, 188070.44961228792 548298.4856598944, 187970.4147198002 548297.9537952852)))",다사438485,474,232,242,0,0,0,0,0,11,서울특별시,0,7,0,0,0,0,314037864.2,737145,0.875,1.208333333
1140,"MULTIPOLYGON (((187969.88284976673 548397.9886823087, 187969.3509688426 548498.0235692891, 188069.385861248 548498.5554556792, 188069.91774221422 548398.520557808, 187969.88284976673 548397.9886823087)))",다사438486,444,216,228,1,2,4,0,3,11,서울특별시,0,2,0,0,0,0,314037864.2,737145,0.875,1.208333333
1160,"MULTIPOLYGON (((188086.93218233224 545197.4038039969, 188086.4006499205 545297.4387031979, 188186.4355545483 545297.9702410783, 188186.96708700072 545197.9353309822, 188086.93218233224 545197.4038039969)))",다사439454,0,0,0,0,0,0,0,0,11,서울특별시,0,29,8,2,0,0,113093639.9,193709,0.0967741935,0.064516129
1142,"MULTIPOLYGON (((187968.81907702945 548598.058456229, 187968.2871743265 548698.093343128, 188068.32206664878 548698.6252512976, 188068.8539693931 548598.5903535086, 187968.81907702945 548598.058456229)))",다사438488,436,231,205,1,0,2,0,4,11,서울특별시,0,0,0,0,0,0,314037864.2,737145,0.875,1.208333333
1143,"MULTIPOLYGON (((187968.2871743265 548698.093343128, 187967.75526073313 548798.1282299858, 188067.7901530144 548798.6601490441, 188068.32206664878 548698.6252512976, 187968.2871743265 548698.093343128)))",다사438489,476,238,238,0,0,1,0,3,11,서울특별시,0,0,0,0,0,0,812763581.3,1024516,1.005630631,1.408033033
58,"MULTIPOLYGON (((184468.13659539583 548479.4075707844, 184467.60470494936 548579.4420765743, 184567.63921616628 548579.9739724842, 184568.17110664814 548479.9394558051, 184468.13659539583 548479.4075707844)))",다사403487,283,137,146,0,0,1,0,0,11,서울특별시,0,23,15,6,1,0,134322455.8,87872,0.384615385,0.307692308
1233,"MULTIPOLYGON (((188175.80261783904 547298.6684342205, 188175.27085663337 547398.7033434414, 188275.30577127694 547399.2351101146, 188275.83753252515 547299.2001900029, 188175.80261783904 547298.6684342205)))",다사440475,354,165,189,0,1,0,0,0,11,서울특별시,1,33,13,6,2,1,2204515177,348214,0.6,0.8
96,"MULTIPOLYGON (((184565.51154533296 548980.1120388333, 184564.97960040072 549080.1465553291, 184665.0141223218 549080.6785057222, 184665.54606729155 548980.6439783392, 184565.51154533296 548980.1120388333)))",다사404492,340,184,156,0,0,1,0,0,11,서울특별시,0,30,12,6,4,2,219622225.4,150535,0.833333333,0.944444444
1241,"MULTIPOLYGON (((188171.5482232292 548098.9477068138, 188171.0163748937 548198.9826156998, 188271.05128920378 548199.514469501, 188271.5831375811 548099.4795497243, 188171.5482232292 548098.9477068138)))",다사440483,730,347,383,0,3,4,0,2,11,서울특별시,0,16,0,0,0,0,470930888.8,382845.5,0.8125,1.0625
1256,"MULTIPOLYGON (((188163.56935475665 549599.4713357383, 188163.0373430786 549699.5062439996, 188263.0722567639 549700.038261144, 188263.60426848527 549600.0033419939, 188163.56935475665 549599.4713357383)))",다사440498,566,279,287,0,0,0,0,0,11,서울특별시,0,13,2,0,0,0,42845686.5,43909,0.611111111,0.611111111
1257,"MULTIPOLYGON (((188163.0373430786 549699.5062439996, 188162.50532051057 549799.5411522213, 188262.5402341551 549800.0731802522, 188263.0722567639 549700.038261144, 188163.0373430786 549699.5062439996)))",다사440499,704,339,365,0,0,0,0,0,11,서울특별시,0,15,2,2,0,0,42845686.5,43909,0.611111111,0.611111111
1258,"MULTIPOLYGON (((188162.50532051057 549799.5411522213, 188161.97328705632 549899.5760603998, 188262.0082006582 549900.1080993201, 188262.5402341551 549800.0731802522, 188162.50532051057 549799.5411522213)))",다사440500,381,197,184,0,2,4,0,3,11,서울특별시,0,17,2,2,1,0,3354665482,2611639.333,2.062678063,2.227920228
1351,"MULTIPOLYGON (((188367.894895197 548800.2559064704, 188367.3629705472 548900.2908368454, 188467.39790634494 548900.8227669602, 188467.9298310371 548800.7878256943, 188367.894895197 548800.2559064704)))",다사442490,416,211,205,0,2,1,0,2,11,서울특별시,0,4,0,0,0,0,621770131.8,1182338,0.891891892,1.432432432
1352,"MULTIPOLYGON (((188367.3629705472 548900.2908368454, 188366.83103500697 549000.3257671766, 188466.86597076265 549000.8577081822, 188467.39790634494 548900.8227669602, 188367.3629705472 548900.2908368454)))",다사442491,271,124,147,1,0,4,0,2,11,서울특별시,0,4,0,0,0,0,621770131.8,1182338,0.891891892,1.432432432
1363,"MULTIPOLYGON (((188487.60338805686 545099.4949693695, 188487.07186637292 545199.5299121897, 188587.10681461848 545200.0614393429, 188587.6383363452 545100.0264856283, 188487.60338805686 545099.4949693695)))",다사443453,0,0,0,0,0,0,0,0,11,서울특별시,0,29,0,0,0,0,113093639.9,193709,0.0967741935,0.064516129
1365,"MULTIPOLYGON (((188486.5403337937 545299.5648549681, 188486.00879032072 545399.5997977033, 188586.04373848205 545400.131346646, 188586.57528199692 545300.0963930157, 188486.5403337937 545299.5648549681)))",다사443455,0,0,0,0,0,0,0,0,11,서울특별시,0,30,4,0,0,0,113093639.9,193709,0.0967741935,0.064516129
1366,"MULTIPOLYGON (((188486.00879032072 545399.5997977033, 188485.47723595102 545499.6347403983, 188585.51218407086 545500.1663002345, 188586.04373848205 545400.131346646, 188486.00879032072 545399.5997977033)))",다사443456,0,0,0,0,0,0,0,0,11,서울특별시,0,27,6,0,0,0,113093639.9,193709,0.0967741935,0.064516129
1367,"MULTIPOLYGON (((188485.47723595102 545499.6347403983, 188484.94567069065 545599.6696830492, 188584.9806187672 545600.2012537784, 188585.51218407086 545500.1663002345, 188485.47723595102 545499.6347403983)))",다사443457,0,0,0,0,0,0,0,0,11,서울특별시,0,25,6,3,0,0,113093639.9,193709,0.0967741935,0.064516129
1368,"MULTIPOLYGON (((188484.94567069065 545599.6696830492, 188484.41409453435 545699.7046256585, 188584.4490425703 545700.2362072826, 188584.9806187672 545600.2012537784, 188484.94567069065 545599.6696830492)))",다사443458,152,72,80,0,0,0,0,0,11,서울특별시,0,25,9,6,2,0,113093639.9,193709,0.0967741935,0.064516129
1540,"MULTIPOLYGON (((188772.82153720714 547902.0688163223, 188772.28971040196 548002.1037906365, 188872.32469013997 548002.6356229103, 188872.8565169879 547902.6006377038, 188772.82153720714 547902.0688163223)))",다사446481,0,0,0,0,0,0,0,0,11,서울특별시,0,21,6,2,2,0,2723763889,8420889,1.944444444,3.013888889
1550,"MULTIPOLYGON (((188767.5027790751 548902.4185575588, 188766.9708433688 549002.4535314497, 188867.00582268118 549002.9854726238, 188867.53775843116 548902.9504878428, 188767.5027790751 548902.4185575588)))",다사446491,80,38,42,0,0,0,0,0,11,서울특별시,0,13,0,0,0,0,203132899.1,28217,0.428571429,0.428571429
1577,"MULTIPOLYGON (((188878.1741864589 546902.2507833054, 188877.64246852425 547002.2857689376, 188977.6774595796 547002.8174923407, 188978.20917755787 546902.7824958148, 188878.1741864589 546902.2507833054)))",다사447471,309,149,160,0,1,2,0,0,11,서울특별시,0,29,8,0,0,0,4462084168,3399330,2.478835979,2.394179894
1583,"MULTIPOLYGON (((188874.98371547484 547502.460696456, 188874.45193218917 547602.4956818334, 188974.48692299105 547603.0274705841, 188975.018706318 547502.9924743162, 188874.98371547484 547502.460696456)))",다사447477,2681,1302,1379,9,12,10,0,1,11,서울특별시,0,24,9,5,1,0,2723763889,8420889,1.944444444,3.013888889
1585,"MULTIPOLYGON (((188873.92013801515 547702.5306671645, 188873.38833294754 547802.5656524561, 188973.42332366123 547803.0974629893, 188973.9551287716 547703.0624668077, 188873.92013801515 547702.5306671645)))",다사447479,1462,714,748,0,0,0,0,0,11,서울특별시,0,21,8,2,2,0,2723763889,8420889,1.944444444,3.013888889
1586,"MULTIPOLYGON (((188873.38833294754 547802.5656524561, 188872.8565169879 547902.6006377038, 188972.89150766144 547903.1324591285, 188973.42332366123 547803.0974629893, 188873.38833294754 547802.5656524561)))",다사447480,320,161,159,0,2,9,0,2,11,서울특별시,0,22,6,3,1,0,2723763889,8420889,1.944444444,3.013888889
1588,"MULTIPOLYGON (((188872.32469013997 548002.6356229103, 188871.7928524008 548102.6706080723, 188971.82784298615 548103.2024512787, 188972.3596807692 548003.1674552258, 188872.32469013997 548002.6356229103)))",다사447482,151,73,78,0,0,0,0,0,11,서울특별시,1,21,6,3,1,1,2723763889,8420889,1.944444444,3.013888889
441,"MULTIPOLYGON (((185371.63870471274 547883.9869137113, 185371.10687927224 547984.0215177401, 185471.14148872584 547984.5533486429, 185471.67331420508 547884.5187337247, 185371.63870471274 547883.9869137113)))",다사412481,622,302,320,0,0,2,0,1,11,서울특별시,0,41,13,4,2,1,321502748.5,249519,0.75,0.85
1623,"MULTIPOLYGON (((188976.61399095118 547202.8874852584, 188976.08224029734 547302.922481654, 189076.11724211677 547303.4542377748, 189076.64899281235 547203.4192304878, 188976.61399095118 547202.8874852584)))",다사448474,0,0,0,1,8,5,0,4,11,서울특별시,1,25,8,6,3,1,7257370370,5545748,3.481481481,3.407407407
1624,"MULTIPOLYGON (((188976.08224029734 547302.922481654, 188975.55047875317 547402.9574780063, 189075.58548053127 547403.489245018, 189076.11724211677 547303.4542377748, 188976.08224029734 547302.922481654)))",다사448475,393,188,205,0,2,2,0,2,11,서울특별시,0,22,7,6,3,1,4990567130,6983318.5,2.712962963,3.210648148
1625,"MULTIPOLYGON (((188975.55047875317 547402.9574780063, 188975.018706318 547502.9924743162, 189075.05370805063 547503.5242522187, 189075.58548053127 547403.489245018, 188975.55047875317 547402.9574780063)))",다사448476,0,0,0,0,0,0,0,0,11,서울특별시,0,23,8,6,1,0,2723763889,8420889,1.944444444,3.013888889
1671,"MULTIPOLYGON (((189072.9265092251 547903.6642805964, 189072.39468228933 548003.6992875846, 189172.42969469997 548004.2311199851, 189172.96152167855 547904.1961021061, 189072.9265092251 547903.6642805964)))",다사449481,0,0,0,0,0,0,0,0,11,서울특별시,0,21,6,3,0,0,2723763889,8420889,1.944444444,3.013888889
1672,"MULTIPOLYGON (((189072.39468228933 548003.6992875846, 189071.86284446533 548103.7342945276, 189171.89785683347 548104.266137821, 189172.42969469997 548004.2311199851, 189072.39468228933 548003.6992875846)))",다사449482,1071,534,537,0,3,4,0,3,11,서울특별시,0,20,6,2,2,0,2723763889,8420889,1.944444444,3.013888889
1673,"MULTIPOLYGON (((189071.86284446533 548103.7342945276, 189071.3309957501 548203.7693014294, 189171.36600807388 548204.3011556115, 189171.89785683347 548104.266137821, 189071.86284446533 548103.7342945276)))",다사449483,0,0,0,0,0,0,0,0,11,서울특별시,0,19,7,4,2,1,2723763889,8420889,1.944444444,3.013888889
1674,"MULTIPOLYGON (((189071.3309957501 548203.7693014294, 189070.7991361429 548303.8043082879, 189170.83414842494 548304.3361733602, 189171.36600807388 548204.3011556115, 189071.3309957501 548203.7693014294)))",다사449484,0,0,0,0,0,0,0,0,11,서울특별시,0,16,6,4,3,0,2723763889,8420889,1.944444444,3.013888889
1675,"MULTIPOLYGON (((189070.7991361429 548303.8043082879, 189070.26726564526 548403.8393151041, 189170.30227788596 548404.3711910665, 189170.83414842494 548304.3361733602, 189070.7991361429 548303.8043082879)))",다사449485,0,0,0,0,0,0,0,0,11,서울특별시,0,15,6,4,2,0,2723763889,8420889,1.944444444,3.013888889
1676,"MULTIPOLYGON (((189070.26726564526 548403.8393151041, 189069.73538425873 548503.8743218749, 189169.77039645618 548504.4062087288, 189170.30227788596 548404.3711910665, 189070.26726564526 548403.8393151041)))",다사449486,0,0,0,0,0,0,0,0,11,서울특별시,0,13,6,3,3,0,2723763889,8420889,1.944444444,3.013888889
1677,"MULTIPOLYGON (((189069.73538425873 548503.8743218749, 189069.2034919826 548603.9093286054, 189169.23850413712 548604.4412263494, 189169.77039645618 548504.4062087288, 189069.73538425873 548503.8743218749)))",다사449487,265,145,120,0,0,0,0,0,11,서울특별시,0,15,7,3,1,1,2723763889,8420889,1.944444444,3.013888889
1685,"MULTIPOLYGON (((189065.47994113533 549304.1543745176, 189064.94796174084 549404.1893809047, 189164.98297355117 549404.7213657625, 189165.51495298807 549304.686348486, 189065.47994113533 549304.1543745176)))",다사449495,408,188,220,1,0,0,0,0,11,서울특별시,0,18,3,0,0,0,184889.8636,286,0.181818182,0.227272727
1712,"MULTIPOLYGON (((189171.89785683347 548104.266137821, 189171.36600807388 548204.3011556115, 189271.40103128928 548204.8330098368, 189271.9328800925 548104.797981154, 189171.89785683347 548104.266137821)))",다사450483,377,185,192,0,0,0,0,0,11,서울특별시,1,19,7,3,2,1,2723763889,8420889,1.944444444,3.013888889
1713,"MULTIPOLYGON (((189171.36600807388 548204.3011556115, 189170.83414842494 548304.3361733602, 189270.8691715971 548304.8680384764, 189271.40103128928 548204.8330098368, 189171.36600807388 548204.3011556115)))",다사450484,371,185,186,0,0,0,0,0,11,서울특별시,0,16,6,3,2,1,2723763889,8420889,1.944444444,3.013888889
1714,"MULTIPOLYGON (((189170.83414842494 548304.3361733602, 189170.30227788596 548404.3711910665, 189270.3373010152 548404.9030670734, 189270.8691715971 548304.8680384764, 189170.83414842494 548304.3361733602)))",다사450485,0,0,0,0,0,0,0,0,11,서울특별시,1,14,8,4,1,1,2723763889,8420889,1.944444444,3.013888889
486,"MULTIPOLYGON (((185469.54594694785 548284.6571931678, 185469.0140779078 548384.6918079323, 185569.04869809857 548385.2236824388, 185569.5805671775 548285.1890567829, 185469.54594694785 548284.6571931678)))",다사413485,6,0,0,0,0,0,0,0,11,서울특별시,0,53,10,5,1,0,2376835980,1546624,2.538461538,1.769230769
53,"MULTIPOLYGON (((184470.79588427756 547979.2350412883, 184470.2640482815 548079.2695472608, 184570.29855968125 548079.8013887195, 184570.83039571226 547979.766871857, 184470.79588427756 547979.2350412883)))",다사403482,92,59,33,0,0,0,0,0,11,서울특별시,0,25,3,0,0,0,464283719,1374034,0.611111111,0.888888889
724,"MULTIPOLYGON (((186374.11248411043 547489.1662634437, 186373.58070185062 547589.2009765336, 186473.61542036757 547589.7327642619, 186474.14720266793 547489.6980402784, 186374.11248411043 547489.1662634437)))",다사422477,131,68,63,0,0,0,0,0,11,서울특별시,0,26,3,0,0,0,246225955.3,536607,0.314285714,0.542857143
738,"MULTIPOLYGON (((186477.8693738084 546789.45497129, 186477.33766774958 546889.4896955496, 186577.37239743565 546890.0214070734, 186577.90410353264 546789.9866719221, 186477.8693738084 546789.45497129)))",다사423470,97,43,54,0,0,0,0,1,11,서울특별시,0,28,8,2,2,0,206579856.8,91710.5,0.625,0.607142857
756,"MULTIPOLYGON (((186580.03081899998 546389.8477309216, 186579.49915647306 546489.8824662307, 186679.53389720843 546490.4141342245, 186680.06555977446 546390.3793880225, 186580.03081899998 546389.8477309216)))",다사424466,474,236,238,0,0,0,0,0,11,서울특별시,0,35,1,0,0,0,67625255.06,96647,0.5,0.25
757,"MULTIPOLYGON (((186579.49915647306 546489.8824662307, 186578.9674830518 546589.9172015009, 186679.00222374848 546590.4488803869, 186679.53389720843 546490.4141342245, 186579.49915647306 546489.8824662307)))",다사424467,368,175,193,0,0,0,0,0,11,서울특별시,0,35,6,0,0,0,67625255.06,96647,0.5,0.25
759,"MULTIPOLYGON (((186578.43579873777 546689.951936732, 186577.90410353264 546789.9866719221, 186677.93884415092 546790.5183725927, 186678.4705393962 546690.4836265111, 186578.43579873777 546689.951936732)))",다사424469,543,282,261,0,0,0,0,0,11,서울특별시,0,29,10,3,0,0,96166932.21,141760,0.5,0.714285714
853,"MULTIPOLYGON (((186973.78917632846 547592.3917034906, 186973.25738293745 547692.42648189, 187073.29216676377 547692.9582807457, 187073.8239601932 547592.9234914555, 186973.78917632846 547592.3917034906)))",다사428478,30,15,15,0,0,0,0,0,11,서울특별시,0,24,2,0,0,0,241728060,442490,0.416666667,0.5
995,"MULTIPOLYGON (((187573.4662492586 547695.6172756351, 187572.9344447353 547795.6521193419, 187672.9692938658 547796.1839293333, 187673.50109843208 547696.1490747351, 187573.4662492586 547695.6172756351)))",다사434479,102,50,52,0,0,0,0,0,11,서울특별시,0,24,4,0,0,0,823789344.1,153892,0.857142857,0.928571429
1021,"MULTIPOLYGON (((187673.50109843208 547696.1490747351, 187672.9692938658 547796.1839293333, 187773.00415389062 547796.7157393645, 187773.5359584969 547696.680873874, 187673.50109843208 547696.1490747351)))",다사435479,139,66,73,0,0,0,0,0,11,서울특별시,0,23,4,0,0,0,823789344.1,153892,0.857142857,0.928571429
1196,"MULTIPOLYGON (((188067.7901530144 548798.6601490441, 188067.25822848917 548898.6950467488, 188167.293131619 548899.226976739, 188167.82505618417 548799.1920681435, 188067.7901530144 548798.6601490441)))",다사439490,431,209,222,0,3,4,0,4,11,서울특별시,0,0,0,0,0,0,812763581.3,1024516,1.005630631,1.408033033
