id,geom,grid_id,p_val,p_m,p_w,d_csv,d_coffee,d_kfood,d_pharm,d_salon,sido_cd,sido_nm,버스정류장수,1km이내_버스정류장_수,500m이내_버스정류장_수,300m이내_버스정류장_수,200m이내_버스정류장_수,100m이내_버스정류장_수,당월_매출_금액,당월_매출_건수,개업_점포_수,폐업_점포_수
180,"MULTIPOLYGON (((184765.58060013835 548981.1759178818, 184765.04865513174 549081.2104561557, 184865.08319883244 549081.7424066238, 184865.61514387533 548981.707857462, 184765.58060013835 548981.1759178818)))",다사406492,286,141,145,0,0,0,0,0,11,서울특별시,0,36,12,5,2,0,219622225.4,150535,0.833333333,0.944444444
181,"MULTIPOLYGON (((184765.04865513174 549081.2104561557, 184764.51669923658 549181.2449943934, 184864.55124289912 549181.7769557496, 184865.08319883244 549081.7424066238, 184765.04865513174 549081.2104561557)))",다사406493,503,256,247,0,0,0,0,1,11,서울특별시,0,40,8,3,0,0,219622225.4,150535,0.833333333,0.944444444
752,"MULTIPOLYGON (((186582.15736018 545989.7087892866, 186581.62574122372 546089.7435247542, 186681.66048211796 546090.2751491755, 186682.19210111274 545990.2404028149, 186582.15736018 545989.7087892866)))",다사424462,0,0,0,0,0,0,0,0,11,서울특별시,0,32,4,2,0,0,0,0,0,0
11,"MULTIPOLYGON (((184268.06760556053 548478.3438008545, 184267.5357151889 548578.3782848641, 184367.57020462342 548578.9101807004, 184368.10209503392 548478.8756858008, 184268.06760556053 548478.3438008545)))",다사401487,0,0,0,0,0,0,0,0,11,서울특별시,0,22,9,0,0,0,0,0,0,0
278,"MULTIPOLYGON (((184962.9898642069 549482.4125969684, 184962.45786468303 549582.4471568334, 185062.49242997394 549582.9791618221, 185063.02442953564 549482.9445910677, 184962.9898642069 549482.4125969684)))",다사408497,337,156,181,0,0,0,0,0,11,서울특별시,0,33,0,0,0,0,0,0,0,0
40,"MULTIPOLYGON (((184481.43031694018 545978.5449141186, 184480.8986987847 546078.5794208276, 184580.9332109195 546079.1110444466, 184581.46482911118 545979.0765268455, 184481.43031694018 545978.5449141186)))",다사403462,0,0,0,0,0,0,0,0,11,서울특별시,0,14,3,2,0,0,0,0,0,0
763,"MULTIPOLYGON (((186576.30895256362 547090.0908772589, 186575.77721378946 547190.1256122926, 186675.811954249 547190.657356532, 186676.34369306167 547090.6226106068, 186576.30895256362 547090.0908772589)))",다사424473,206,101,105,0,0,0,0,0,11,서울특별시,0,23,8,4,0,0,0,0,0,0
816,"MULTIPOLYGON (((186882.26161566307 545991.30362999, 186881.72999658875 546091.3383981386, 186981.76477016223 546091.8700226804, 186982.29638927753 545991.835243638, 186882.26161566307 545991.30362999)))",다사427462,331,154,177,0,0,0,0,0,11,서울특별시,0,30,7,3,2,0,0,0,0,0
1917,"MULTIPOLYGON (((190171.7167303027 548209.6196998222, 190171.18487021612 548309.6548264741, 190271.22000229376 548310.1866920278, 190271.75186242294 548210.1515544851, 190171.7167303027 548209.6196998222)))",다사460484,0,0,0,0,0,0,0,0,11,서울특별시,0,22,2,1,0,0,0,0,0,0
821,"MULTIPOLYGON (((186879.60341135826 546491.4774703297, 186879.0717378207 546591.5122382786, 186979.1065111954 546592.043917285, 186979.63818477414 546492.0091384439, 186879.60341135826 546491.4774703297)))",다사427467,0,0,0,0,4,0,0,0,11,서울특별시,0,30,6,0,0,0,0,0,0,0
1909,"MULTIPOLYGON (((190071.14974903167 548309.1229609656, 190070.61787809938 548409.1580766843, 190170.65299924085 548409.689953085, 190171.18487021612 548309.6548264741, 190071.14974903167 548309.1229609656)))",다사459485,0,0,0,0,0,0,0,0,11,서울특별시,0,20,4,1,1,1,0,0,0,0
905,"MULTIPOLYGON (((187281.8691562457 546093.4648965449, 187281.3375261182 546193.4997082235, 187381.37234322476 546194.0313438197, 187381.9039733946 546093.9965212452, 187281.8691562457 546093.4648965449)))",다사431463,0,0,0,0,0,0,0,0,11,서울특별시,0,38,7,4,3,2,0,0,0,0
871,"MULTIPOLYGON (((187075.4192751399 547292.8191233394, 187074.88751438283 547392.853912752, 187174.92230921943 547393.3856789734, 187175.45407001761 547293.3508786707, 187075.4192751399 547292.8191233394)))",다사429475,579,277,302,0,0,0,0,0,11,서울특별시,0,27,11,2,2,2,0,0,0,0
880,"MULTIPOLYGON (((187182.89757748757 545892.8636701846, 187182.36596918528 545992.8984710539, 187282.40077548218 545993.430084823, 187282.93238382388 545893.3952730602, 187182.89757748757 545892.8636701846)))",다사430461,8,0,0,1,1,4,0,1,11,서울특별시,1,30,10,5,3,1,0,0,0,0
881,"MULTIPOLYGON (((187182.36596918528 545992.8984710539, 187181.83434999225 546092.9332718821, 187281.8691562457 546093.4648965449, 187282.40077548218 545993.430084823, 187182.36596918528 545992.8984710539)))",다사430462,417,192,225,0,0,0,0,0,11,서울특별시,0,32,9,5,5,1,0,0,0,0
182,"MULTIPOLYGON (((184764.51669923658 549181.2449943934, 184763.9847324523 549281.2795325915, 184864.01927607926 549281.8115048392, 184864.55124289912 549181.7769557496, 184764.51669923658 549181.2449943934)))",다사406494,619,302,317,0,0,0,0,0,11,서울특별시,0,39,7,0,0,0,219622225.4,150535,0.833333333,0.944444444
183,"MULTIPOLYGON (((184763.9847324523 549281.2795325915, 184763.4527547783 549381.3140707542, 184863.48729836775 549381.8460538891, 184864.01927607926 549281.8115048392, 184763.9847324523 549281.2795325915)))",다사406495,599,291,308,1,0,0,0,0,11,서울특별시,0,38,4,0,0,0,219622225.4,150535,0.833333333,0.944444444
184,"MULTIPOLYGON (((184763.4527547783 549381.3140707542, 184762.92076621615 549481.3486088801, 184862.95530976847 549481.8806029044, 184863.48729836775 549381.8460538891, 184763.4527547783 549381.3140707542)))",다사406496,499,253,246,0,0,0,0,0,11,서울특별시,0,38,0,0,0,0,219622225.4,150535,0.833333333,0.944444444
917,"MULTIPOLYGON (((187275.4888757859 547293.8826340417, 187274.95711494947 547393.9174452374, 187374.99193157037 547394.4492115424, 187375.52369244883 547294.4143894538, 187275.4888757859 547293.8826340417)))",다사431475,420,215,205,0,0,0,0,2,11,서울특별시,0,28,9,3,0,0,2074673997,2488957.667,1.328986148,1.466843501
919,"MULTIPOLYGON (((187274.42534321995 547493.9522563927, 187273.89356059892 547593.987067507, 187373.92837713915 547594.5188555929, 187374.46015980147 547494.4840335879, 187274.42534321995 547493.9522563927)))",다사431477,341,159,182,1,0,1,0,0,11,서울특별시,0,26,4,0,0,0,241728060,442490,0.416666667,0.5
56,"MULTIPOLYGON (((184469.2003436204 548279.3385590945, 184468.66847495415 548379.3730649593, 184568.70298624222 548379.9049390898, 184569.23485494684 548279.8704223363, 184469.2003436204 548279.3385590945)))",다사403485,431,237,194,1,0,0,0,0,11,서울특별시,0,24,10,1,0,0,259414121.9,699479.5,0.662698413,0.73015873
939,"MULTIPOLYGON (((187376.05544243526 547194.3795673269, 187375.52369244883 547294.4143894538, 187475.55852000153 547294.9461449062, 187476.09027002746 547194.9113118892, 187376.05544243526 547194.3795673269)))",다사432474,432,214,218,0,0,0,0,2,11,서울특별시,0,29,13,3,0,0,2991146965,3512191.5,1.785145889,1.950265252
940,"MULTIPOLYGON (((187375.52369244883 547294.4143894538, 187374.99193157037 547394.4492115424, 187475.02675908172 547394.9809778857, 187475.55852000153 547294.9461449062, 187375.52369244883 547294.4143894538)))",다사432475,211,112,99,0,0,2,0,2,11,서울특별시,0,27,11,2,1,0,2946383261,3418703.5,1.631410256,1.769230769
941,"MULTIPOLYGON (((187374.99193157037 547394.4492115424, 187374.46015980147 547494.4840335879, 187474.49498727184 547495.0158108234, 187475.02675908172 547394.9809778857, 187374.99193157037 547394.4492115424)))",다사432476,426,216,210,0,2,1,0,0,11,서울특별시,0,27,7,2,0,0,241728060,442490,0.416666667,0.5
942,"MULTIPOLYGON (((187374.46015980147 547494.4840335879, 187373.92837713915 547594.5188555929, 187473.96320457122 547595.0506437193, 187474.49498727184 547495.0158108234, 187374.46015980147 547494.4840335879)))",다사432477,364,193,171,0,1,1,0,2,11,서울특별시,0,27,6,2,0,0,241728060,442490,0.416666667,0.5
883,"MULTIPOLYGON (((187181.30271990332 546192.9680726699, 187180.77107892232 546293.002873416, 187280.8058850968 546293.5345198647, 187281.3375261182 546193.4997082235, 187181.30271990332 546192.9680726699)))",다사430464,0,0,0,0,0,0,0,0,11,서울특별시,0,32,7,3,0,0,0,0,0,0
903,"MULTIPOLYGON (((187282.93238382388 545893.3952730602, 187282.40077548218 545993.430084823, 187382.4355926694 545993.9616986312, 187382.96720105206 545893.926875976, 187282.93238382388 545893.3952730602)))",다사431461,0,0,0,0,0,0,0,0,11,서울특별시,0,32,11,5,3,1,0,0,0,0
904,"MULTIPOLYGON (((187282.40077548218 545993.430084823, 187281.8691562457 546093.4648965449, 187381.9039733946 546093.9965212452, 187382.4355926694 545993.9616986312, 187282.40077548218 545993.430084823)))",다사431462,307,155,152,0,0,0,0,0,11,서울특별시,0,33,10,5,3,2,0,0,0,0
920,"MULTIPOLYGON (((187273.89356059892 547593.987067507, 187273.36176708795 547694.0218785795, 187373.39658358728 547694.553677557, 187373.92837713915 547594.5188555929, 187273.89356059892 547593.987067507)))",다사431478,287,133,154,0,0,0,0,0,11,서울특별시,0,26,4,0,0,0,0,0,0,0
1606,"MULTIPOLYGON (((188985.6520854912 545502.2925399995, 188985.12052001705 545602.3275371215, 189085.1555225644 545602.8591080646, 189085.68708808048 545502.8241000496, 188985.6520854912 545502.2925399995)))",다사448457,0,0,0,0,0,0,0,0,11,서울특별시,0,20,1,0,0,0,0,0,0,0
925,"MULTIPOLYGON (((187383.49879854103 545793.8920532784, 187382.96720105206 545893.926875976, 187483.00202917392 545894.4584789323, 187483.5336267036 545794.4236453417, 187383.49879854103 545793.8920532784)))",다사432460,627,305,322,0,0,0,0,0,11,서울특별시,0,29,11,6,0,0,0,0,0,0
926,"MULTIPOLYGON (((187382.96720105206 545893.926875976, 187382.4355926694 545993.9616986312, 187482.470420751 545994.4933124811, 187483.00202917392 545894.4584789323, 187382.96720105206 545893.926875976)))",다사432461,504,234,270,0,0,0,0,0,11,서울특별시,0,33,11,4,3,0,0,0,0,0
927,"MULTIPOLYGON (((187382.4355926694 545993.9616986312, 187381.9039733946 546093.9965212452, 187481.9388014341 546094.5281459873, 187482.470420751 545994.4933124811, 187382.4355926694 545993.9616986312)))",다사432462,115,47,68,0,0,0,0,0,11,서울특별시,1,36,11,5,3,2,0,0,0,0
294,"MULTIPOLYGON (((185080.04266556405 546281.8383071218, 185079.51101450715 546381.8728790757, 185179.5455918896 546382.4045355987, 185180.0772429844 546282.3699527504, 185080.04266556405 546281.8383071218)))",다사409465,308,152,156,0,0,0,0,0,11,서울특별시,0,26,8,4,0,0,0,0,0,0
973,"MULTIPOLYGON (((187585.1631931086 545494.8507037512, 187584.6316282201 545594.8855483566, 187684.6664782518 545595.4171187119, 187685.19804318095 545495.3822632136, 187585.1631931086 545494.8507037512)))",다사434457,0,0,0,0,0,0,0,0,11,서울특별시,0,37,11,7,2,0,0,0,0,0
974,"MULTIPOLYGON (((187584.6316282201 545594.8855483566, 187584.10005243626 545694.9203929222, 187684.13490242782 545695.4519741712, 187684.6664782518 545595.4171187119, 187584.6316282201 545594.8855483566)))",다사434458,0,0,0,0,0,0,0,0,11,서울특별시,0,37,14,4,2,0,0,0,0,0
975,"MULTIPOLYGON (((187584.10005243626 545694.9203929222, 187583.56846575876 545794.9552374454, 187683.60331571056 545795.4868295887, 187684.13490242782 545695.4519741712, 187584.10005243626 545694.9203929222)))",다사434459,217,101,116,0,0,0,0,0,11,서울특별시,0,38,15,4,3,0,0,0,0,0
976,"MULTIPOLYGON (((187583.56846575876 545794.9552374454, 187583.03686818905 545894.9900819282, 187683.0717180993 545895.5216849644, 187683.60331571056 545795.4868295887, 187583.56846575876 545794.9552374454)))",다사434460,0,0,0,0,1,0,0,3,11,서울특별시,0,38,11,4,1,0,0,0,0,0
977,"MULTIPOLYGON (((187583.03686818905 545894.9900819282, 187582.50525972655 545995.0249263699, 187682.54010959336 545995.5565403005, 187683.0717180993 545895.5216849644, 187583.03686818905 545894.9900819282)))",다사434461,348,174,174,0,0,0,0,0,11,서울특별시,0,37,13,4,1,0,0,0,0,0
978,"MULTIPOLYGON (((187582.50525972655 545995.0249263699, 187581.97364036823 546095.0597707713, 187682.00849019657 546095.5913955963, 187682.54010959336 545995.5565403005, 187582.50525972655 545995.0249263699)))",다사434462,275,151,124,0,0,0,0,0,11,서울특별시,1,44,13,4,1,1,0,0,0,0
979,"MULTIPOLYGON (((187581.97364036823 546095.0597707713, 187581.44201011796 546195.0946151308, 187681.476859906 546195.6262508488, 187682.00849019657 546095.5913955963, 187581.97364036823 546095.0597707713)))",다사434463,134,66,68,0,0,0,0,0,11,서울특별시,0,50,9,4,2,1,0,0,0,0
982,"MULTIPOLYGON (((187580.3787169387 546395.1643037297, 187579.84705400834 546495.1991479681, 187679.88190367346 546495.7308163642, 187680.41356664285 546395.6959612335, 187580.3787169387 546395.1643037297)))",다사434466,178,91,87,0,0,0,0,0,11,서울특별시,0,49,7,2,1,0,0,0,0,0
190,"MULTIPOLYGON (((184884.2263590975 545480.4986132827, 184883.69479526326 545580.5331637496, 184983.72935115974 545581.0647330491, 184984.2609150298 545481.0301716893, 184884.2263590975 545480.4986132827)))",다사407457,0,0,0,0,0,0,0,0,11,서울특별시,0,22,5,1,0,0,0,0,0,0
983,"MULTIPOLYGON (((187579.84705400834 546495.1991479681, 187579.31538018776 546595.2339921648, 187679.3502298097 546595.7656714546, 187679.88190367346 546495.7308163642, 187579.84705400834 546495.1991479681)))",다사434467,135,58,77,0,0,0,0,0,11,서울특별시,0,50,10,2,0,0,0,0,0,0
93,"MULTIPOLYGON (((184567.10731479153 548680.0084891259, 184566.57540252776 548780.0430057321, 184666.60992456012 548780.5749234598, 184667.14183686022 548680.5403959642, 184567.10731479153 548680.0084891259)))",다사404489,152,79,73,0,0,0,0,0,11,서울특별시,0,28,16,12,4,0,0,0,0,0
213,"MULTIPOLYGON (((184871.99763498025 547781.2932645984, 184871.46582061914 547881.327814209, 184971.50037565717 547881.8596340342, 184972.03219005605 547781.8250735333, 184871.99763498025 547781.2932645984)))",다사407480,349,176,173,0,0,0,0,0,11,서울특별시,0,28,5,3,0,0,139265886.1,401644,0.555555556,0.37037037
214,"MULTIPOLYGON (((184871.46582061914 547881.327814209, 184870.9339953683 547981.3623637817, 184970.9685503667 547981.894194499, 184971.50037565717 547881.8596340342, 184871.46582061914 547881.327814209)))",다사407481,365,179,186,0,0,0,0,0,11,서울특별시,0,34,7,3,1,0,139265886.1,401644,0.555555556,0.37037037
215,"MULTIPOLYGON (((184870.9339953683 547981.3623637817, 184870.40215922482 548081.3969133181, 184970.43671418622 548081.9287549255, 184970.9685503667 547981.894194499, 184870.9339953683 547981.3623637817)))",다사407482,494,234,260,1,1,0,0,1,11,서울특별시,0,39,10,3,3,0,301774802.5,887839,0.583333333,0.62962963
217,"MULTIPOLYGON (((184869.87031219038 548181.4314628162, 184869.33845426657 548281.4660122762, 184969.37300915507 548281.9978756646, 184969.90486711514 548181.9633153124, 184869.87031219038 548181.4314628162)))",다사407484,153,83,70,0,0,0,0,0,11,서울특별시,0,39,13,6,3,1,516194079.3,1091632,0.680555556,1.085069444
322,"MULTIPOLYGON (((185065.15231890025 549082.8063076762, 185064.62036289246 549182.8408785786, 185164.65493922256 549183.372840051, 185165.18689526667 549083.3382582577, 185065.15231890025 549082.8063076762)))",다사409493,282,146,136,1,0,0,0,1,11,서울특별시,0,43,7,3,0,0,0,0,0,0
999,"MULTIPOLYGON (((187685.19804318095 545495.3822632136, 187684.6664782518 545595.4171187119, 187784.70133917616 545595.9486891103, 187785.23290414744 545495.9138227156, 187685.19804318095 545495.3822632136)))",다사435457,0,0,0,0,0,0,0,0,11,서울특별시,0,37,11,8,0,0,0,0,0,0
1003,"MULTIPOLYGON (((187683.0717180993 545895.5216849644, 187682.54010959336 545995.5565403005, 187782.57497035558 545996.0881542722, 187783.10657890193 545896.0532880424, 187683.0717180993 545895.5216849644)))",다사435461,86,41,45,0,0,0,0,0,11,서울특별시,0,36,14,3,2,0,0,0,0,0
1004,"MULTIPOLYGON (((187682.54010959336 545995.5565403005, 187682.00849019657 546095.5913955963, 187782.0433509165 546096.1230204608, 187782.57497035558 545996.0881542722, 187682.54010959336 545995.5565403005)))",다사435462,362,167,195,0,0,0,0,0,11,서울특별시,0,44,13,3,1,1,0,0,0,0
1005,"MULTIPOLYGON (((187682.00849019657 546095.5913955963, 187681.476859906 546195.6262508488, 187781.51172058404 546196.1578866078, 187782.0433509165 546096.1230204608, 187682.00849019657 546095.5913955963)))",다사435463,606,280,326,0,4,3,0,5,11,서울특별시,0,48,10,4,2,1,0,0,0,0
1006,"MULTIPOLYGON (((187681.476859906 546195.6262508488, 187680.94521872088 546295.6611060624, 187780.98007935972 546296.1927527143, 187781.51172058404 546196.1578866078, 187681.476859906 546195.6262508488)))",다사435464,0,0,0,1,3,3,1,1,11,서울특별시,0,49,9,4,3,0,0,0,0,0
1007,"MULTIPOLYGON (((187680.94521872088 546295.6611060624, 187680.41356664285 546395.6959612335, 187780.44842724068 546396.2276187784, 187780.98007935972 546296.1927527143, 187680.94521872088 546295.6611060624)))",다사435465,68,35,33,0,0,1,0,1,11,서울특별시,0,48,8,4,2,0,0,0,0,0
1025,"MULTIPOLYGON (((187785.76445822505 545395.8789562812, 187785.23290414744 545495.9138227156, 187885.26777600992 545496.4453822608, 187885.79933012716 545396.4105049322, 187785.76445822505 545395.8789562812)))",다사436456,597,285,312,0,0,0,0,0,11,서울특별시,0,37,13,5,4,1,0,0,0,0
1026,"MULTIPOLYGON (((187785.23290414744 545495.9138227156, 187784.70133917616 545595.9486891103, 187884.73621099713 545596.4802595471, 187885.26777600992 545496.4453822608, 187785.23290414744 545495.9138227156)))",다사436457,633,294,339,0,0,2,0,2,11,서울특별시,0,37,14,6,2,0,0,0,0,0
1027,"MULTIPOLYGON (((187784.70133917616 545595.9486891103, 187784.16976331268 545695.9835554634, 187884.20463509037 545696.5151367937, 187884.73621099713 545596.4802595471, 187784.70133917616 545595.9486891103)))",다사436458,790,381,409,0,0,0,0,0,11,서울특별시,0,36,15,4,1,0,0,0,0,0
1028,"MULTIPOLYGON (((187784.16976331268 545695.9835554634, 187783.6381765541 545796.0184217724, 187883.67304829118 545796.5500139985, 187884.20463509037 545696.5151367937, 187784.16976331268 545695.9835554634)))",다사436459,371,156,215,0,0,0,0,0,11,서울특별시,1,36,14,2,2,1,0,0,0,0
1108,"MULTIPOLYGON (((187986.89728855854 545196.8722770519, 187986.3657561882 545296.9071653592, 188086.4006499205 545297.4387031979, 188086.93218233224 545197.4038039969, 187986.89728855854 545196.8722770519)))",다사438454,601,279,322,0,1,0,0,0,11,서울특별시,0,30,9,3,1,0,0,0,0,0
1109,"MULTIPOLYGON (((187986.3657561882 545296.9071653592, 187985.83421292412 545396.9420536234, 188085.8691066155 545397.4736023564, 188086.4006499205 545297.4387031979, 187986.3657561882 545296.9071653592)))",다사438455,387,184,203,0,1,1,0,2,11,서울특별시,0,34,10,4,2,0,0,0,0,0
1110,"MULTIPOLYGON (((187985.83421292412 545396.9420536234, 187985.30265876342 545496.9769418457, 188085.33755241428 545497.5085014731, 188085.8691066155 545397.4736023564, 187985.83421292412 545396.9420536234)))",다사438456,202,102,100,0,3,0,0,4,11,서울특별시,0,35,11,3,2,1,0,0,0,0
1111,"MULTIPOLYGON (((187985.30265876342 545496.9769418457, 187984.7710937121 545597.0118300278, 188084.8059873184 545597.543400548, 188085.33755241428 545497.5085014731, 187985.30265876342 545496.9769418457)))",다사438457,234,103,131,0,1,0,0,0,11,서울특별시,0,35,12,5,2,0,0,0,0,0
1113,"MULTIPOLYGON (((187984.239517765 545697.0467181673, 187983.70793092364 545797.0816062664, 188083.74282444883 545797.6131985747, 188084.2744113294 545697.5782995827, 187984.239517765 545697.0467181673)))",다사438459,0,0,0,0,0,0,0,0,11,서울특별시,0,36,13,6,2,0,0,0,0,0
1114,"MULTIPOLYGON (((187983.70793092364 545797.0816062664, 187983.17633318732 545897.1164943231, 188083.21122667147 545897.6480975251, 188083.74282444883 545797.6131985747, 187983.70793092364 545797.0816062664)))",다사438460,0,0,0,0,0,0,0,0,11,서울특별시,0,38,15,6,3,2,0,0,0,0
165,"MULTIPOLYGON (((184773.55846842277 547480.65783932, 184773.02668677343 547580.6923781511, 184873.06123103123 547581.2241652649, 184873.5930127178 547481.1896155443, 184773.55846842277 547480.65783932)))",다사406477,0,0,0,0,0,0,0,0,11,서울특별시,0,19,2,0,0,0,0,0,0,0
1193,"MULTIPOLYGON (((188069.385861248 548498.5554556792, 188068.8539693931 548598.5903535086, 188168.8888726484 548599.1222508291, 188169.42076454434 548499.0873421096, 188069.385861248 548498.5554556792)))",다사439487,310,160,150,0,0,0,0,0,11,서울특별시,0,3,0,0,0,0,314037864.2,737145,0.875,1.208333333
1199,"MULTIPOLYGON (((188066.19434677257 549098.7648420366, 188065.66238957975 549198.7997396174, 188165.69729258495 549199.3317022751, 188166.22924981895 549099.2967938056, 188066.19434677257 549098.7648420366)))",다사439493,390,188,202,1,0,0,0,0,11,서울특별시,0,2,0,0,0,0,621770131.8,1182338,0.891891892,1.432432432
1201,"MULTIPOLYGON (((188065.13042149786 549298.8346371558, 188064.59844252618 549398.8695346538, 188164.63334544774 549399.4015190903, 188165.16532445996 549299.3666107035, 188065.13042149786 549298.8346371558)))",다사439495,529,255,274,0,0,0,0,0,11,서울특별시,0,5,0,0,0,0,42845686.5,43909,0.611111111,0.611111111
1202,"MULTIPOLYGON (((188064.59844252618 549398.8695346538, 188064.06645266624 549498.9044321093, 188164.10135554764 549499.4364274337, 188164.63334544774 549399.4015190903, 188064.59844252618 549398.8695346538)))",다사439496,382,170,212,0,0,1,0,0,11,서울특별시,0,8,0,0,0,0,42845686.5,43909,0.611111111,0.611111111
1206,"MULTIPOLYGON (((188062.47041775673 549799.0091242301, 188061.9383843436 549899.0440215205, 188161.97328705632 549899.5760603998, 188162.50532051057 549799.5411522213, 188062.47041775673 549799.0091242301)))",다사439500,265,117,148,0,2,0,0,1,11,서울특별시,0,16,2,2,0,0,2616383622,2054704.5,1.344017094,1.036324786
800,"MULTIPOLYGON (((186779.5686488377 546490.945802258, 186779.03697533748 546590.9805593126, 186879.0717378207 546591.5122382786, 186879.60341135826 546491.4774703297, 186779.5686488377 546490.945802258)))",다사426467,0,0,0,0,0,0,0,0,11,서울특별시,0,29,5,0,0,0,0,0,0,0
802,"MULTIPOLYGON (((186778.50529094535 546691.015316329, 186777.97359566062 546791.0500733057, 186878.00835806358 546791.5817740562, 186878.5400533871 546691.5470061866, 186778.50529094535 546691.015316329)))",다사426469,117,63,54,1,4,3,0,1,11,서울특별시,0,30,10,5,0,0,0,0,0,0
101,"MULTIPOLYGON (((184562.8517117803 549480.284620939, 184562.31971240268 549580.31913725, 184662.35423413914 549580.8511420907, 184662.88623355483 549480.8166148912, 184562.8517117803 549480.284620939)))",다사404497,0,0,0,0,0,0,0,0,11,서울특별시,0,31,2,0,0,0,0,0,0,0
102,"MULTIPOLYGON (((184684.68883277872 545379.4009678664, 184684.15727991404 545479.4354965822, 184784.191814058 545479.9670549158, 184784.72336696245 545379.932515305, 184684.68883277872 545379.4009678664)))",다사405456,0,0,0,0,0,0,0,0,11,서울특별시,0,20,3,2,0,0,0,0,0,0
1119,"MULTIPOLYGON (((187981.04983331458 546297.2560461399, 187980.5181811133 546397.2909339905, 188080.55307438952 546397.8225916579, 188081.08472663202 546297.7876929151, 187981.04983331458 546297.2560461399)))",다사438465,0,0,0,0,1,0,0,0,11,서울특별시,0,43,12,4,3,0,0,0,0,0
1120,"MULTIPOLYGON (((187980.5181811133 546397.2909339905, 187979.98651801958 546497.3258218007, 188080.02141125503 546497.8574903611, 188080.55307438952 546397.8225916579, 187980.5181811133 546397.2909339905)))",다사438466,241,131,110,0,0,0,0,0,11,서울특별시,0,49,8,4,2,0,0,0,0,0
1121,"MULTIPOLYGON (((187979.98651801958 546497.3258218007, 187979.45484403276 546597.3607095679, 188079.48973722785 546597.8923890211, 188080.02141125503 546497.8574903611, 187979.98651801958 546497.3258218007)))",다사438467,78,40,38,0,0,0,0,0,11,서울특별시,0,47,11,3,1,0,0,0,0,0
1164,"MULTIPOLYGON (((188084.8059873184 545597.543400548, 188084.2744113294 545697.5782995827, 188184.30931578984 545698.1098810384, 188184.84089182003 545598.0749711109, 188084.8059873184 545597.543400548)))",다사439458,0,0,0,0,0,0,0,0,11,서울특별시,0,34,13,6,2,0,0,0,0,0
792,"MULTIPOLYGON (((186783.82164468442 545690.66774438, 186783.29005832926 545790.702501754, 186883.32482113186 545791.2340935752, 186883.85640752545 545691.1993253075, 186783.82164468442 545690.66774438)))",다사426459,381,167,214,0,0,0,0,0,11,서울특별시,0,28,6,2,2,1,0,0,0,0
793,"MULTIPOLYGON (((186783.29005832926 545790.702501754, 186782.75846108302 545890.7372590876, 186882.79322384312 545891.2688618024, 186883.32482113186 545791.2340935752, 186783.29005832926 545790.702501754)))",다사426460,453,232,221,0,0,1,0,0,11,서울특별시,0,26,5,4,2,1,0,0,0,0
794,"MULTIPOLYGON (((186782.75846108302 545890.7372590876, 186782.22685294057 545990.7720163823, 186882.26161566307 545991.30362999, 186882.79322384312 545891.2688618024, 186782.75846108302 545890.7372590876)))",다사426461,8,0,0,0,0,0,0,0,11,서울특별시,0,31,5,4,2,0,0,0,0,0
795,"MULTIPOLYGON (((186782.22685294057 545990.7720163823, 186781.69523390796 546090.8067736366, 186881.72999658875 546091.3383981386, 186882.26161566307 545991.30362999, 186782.22685294057 545990.7720163823)))",다사426462,0,0,0,0,0,0,0,0,11,서울특별시,0,34,5,4,0,0,0,0,0,0
1324,"MULTIPOLYGON (((188382.25274400043 546099.3127705217, 188381.72111341794 546199.3477020263, 188481.75605035032 546199.8793380755, 188482.28768097426 546099.8443956766, 188382.25274400043 546099.3127705217)))",다사442463,0,0,0,0,0,0,0,0,11,서울특별시,2,29,15,6,3,3,0,0,0,0
1271,"MULTIPOLYGON (((188283.28104632048 545898.7113040537, 188282.74943756653 545998.7462247517, 188382.7843636898 545999.2778389719, 188383.3159724845 545899.2429073809, 188283.28104632048 545898.7113040537)))",다사441461,0,0,0,0,0,0,0,0,11,서울특별시,0,32,14,11,3,0,0,0,0,0
304,"MULTIPOLYGON (((185074.72566483356 547282.184024983, 185074.1939048534 547382.2185965616, 185174.22848186063 547382.7503620056, 185174.760241877 547282.7157795347, 185074.72566483356 547282.184024983)))",다사409475,0,0,0,0,0,0,0,0,11,서울특별시,0,19,4,1,0,0,0,0,0,0
41,"MULTIPOLYGON (((184480.8986987847 546078.5794208276, 184480.3670697377 546178.6139274974, 184580.40158183675 546179.1455620108, 184580.9332109195 546079.1110444466, 184480.8986987847 546078.5794208276)))",다사403463,0,0,0,0,0,0,0,0,11,서울특별시,0,13,4,1,0,0,0,0,0,0
451,"MULTIPOLYGON (((185488.1545014825 544783.4456523946, 185487.62301368552 544883.4802684932, 185587.65763521017 544884.0117617573, 185588.18912304685 544783.9771347651, 185488.1545014825 544783.4456523946)))",다사413450,0,0,0,0,0,0,0,0,11,서울특별시,0,28,2,0,0,0,0,0,0,0
989,"MULTIPOLYGON (((187576.65684768927 547095.408212536, 187576.12510851285 547195.4430564891, 187676.15995789104 547195.9748011314, 187676.69169710824 547095.9399462875, 187576.65684768927 547095.408212536)))",다사434473,0,0,0,0,0,0,0,0,11,서울특별시,0,35,14,7,2,1,0,0,0,0
